handle,title,description,categories,crosspromotecategory,istaxable,isactive,isfeatured,shippingmethod,shippingfee,shippingfeeadditional,handlingfee,handlingfeeadditional,shippingfee_int,shippingfeeadditional_int,handlingfee_int,handlingfeeadditional_int,shippingfee_custom,shippingfeeadditional_custom,handlingfee_custom,handlingfeeadditional_custom,optionname1,optionname2,optionname3,optionname4,optionname5,optionvalue1,optionvalue2,optionvalue3,optionvalue4,optionvalue5,variantid,variant_name,weight,price,saleprice,sku,trackinventory,allowpurchase,stocklevel,seo_pagetitle,seo_keywords,seo_description,images
weavers-cloth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1026824,Natural Weavers Cloth,1.00,6.95,,WC-Natural,true,true,9,,,,
bent-handle-scissors,Bent Handle Scissors,"Use for rug hooking, punch needle & applique","81950, 82025,",false,true,true,false,flat,4.95,4.95,0.00,0.00,4.95,4.95,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,987108,default,0.25,13.95,,,true,true,0,,,,http://cdn.highwire.com/1040236.jpg
stick-sponge-bowl,Antique Stick Sponge Bowl,Sponge & Handpainted<br> Belgium,"81941,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,986416,default,1.00,65.00,,ANT-102,true,false,0,Antique Bowl,"Stick sponge antique bowl, Belgium","Stick sponge antique bowl, Belgium","http://cdn.highwire.com/1039180.jpg, http://cdn.highwire.com/1039179.jpg"
sea-star-jewel-coverlet-queen,Sea Star & Jewel Coverlet & Pillows,"DISCONTINUED PATTERN - LIMITED QUANTITIES <br> <br> Queen Coverlet 90x107 - Double Woven & Reversible<br> <br> Pillows 15x15 <br> <br> Cotton/Acrylic, Machine Wash/Dry<br> Colors Available - Black/Linen, Brick/Linen, Blue/Linen, Brown/Linen, Brick/Antique White<br> <br> Blue/Linen & Brick/Linen - SOLD OUT","81942,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,2778837,Pillow Blue/Linen,2.00,28.00,,HW_52117197,true,true,-1,New Woven Coverlet,woven queen size coverlet,new coverlet woven from hisoric design,"http://cdn.highwire.com/1019115.jpg, http://cdn.highwire.com/1019114.jpg, http://cdn.highwire.com/1019116.jpg, http://cdn.highwire.com/2621161.jpg"
sea-star-jewel-coverlet-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778840,Pillow Black/Linen,2.00,28.00,,SSJ-PILLOW,true,false,0,,,,
sea-star-jewel-coverlet-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778841,Pillow Brick/Linen,2.00,28.00,,SSJ-PILLOW,true,false,0,,,,
sea-star-jewel-coverlet-queen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2778838,Pillow Brown/Linen,2.00,28.00,,SSJ-PILLOW,true,true,-2,,,,
spring-flowers,Spring Flowers,"Rug pattern hand-drawn on primitive unbleached linen<br> Approximate Size:  20"" x 29""<br> Original design by Carol Naab","81946,",false,true,true,false,flat,6.95,6.95,0.00,0.00,6.95,6.95,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,853476,default,1.50,42.00,,Rug-10,true,true,2,Rug Hooking Primitive Pattern,Primitive rug hooking pattern,rug hooking pattern drawn on linen,http://cdn.highwire.com/905267.jpg
candle-bulbs,Candle Bulbs,Candle Bulbs - 6 Watt<br> Silicone<br> Package of Six,"81943,",false,true,true,false,flat,5.00,2.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,736698,default,0.00,12.00,,BULB-6W,false,false,10000,Bulbs,candle bulbs,candle bulbs,http://cdn.highwire.com/807147.jpg
table-lamp,Table Lamp,Table Lamp - 16 high x 11 wide<br> Primitive Aged Finish<br> Electric<br> Made In USA,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,736687,default,3.00,135.00,,LAMP-408,true,true,0,Tin lamp,tin table lampprimitive aged,tin lamp primitive aged finish,http://cdn.highwire.com/807133.jpg
paul-revere-lantern,Paul Revere Lantern,Dark Aged Punched Tin Lantern<br> Candle<br> Made In USA<br> Available Electric - call to order,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,736660,Small-11.5 inches,2.00,45.00,,KL-PRLantern,true,true,0,Tin Lantern,candle lanternPaul revere candle lantern,,http://cdn.highwire.com/807108.jpg
paul-revere-lantern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736662,Large-15.5 inches,2.00,55.00,,KL-PRLantern,true,true,0,,,,
pipe-box,Pipe Box,Painted Pipe Box<br> By Folk Artist Kathy Graybill<br> Made in USA<br>,"81940,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,736624,default,2.00,165.00,,HT-102,true,false,1,Folk Art,Pipe BoxFolk Painted,Folk painted pipe box,http://cdn.highwire.com/807061.jpg
sconce,Sconce,"Primitive Aged Tin - 4"" x 14""<br> Candle or Electric","81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,736548,Candle,1.00,52.00,,SCONCE-215C,true,true,1,Tin Sconce,,,http://cdn.highwire.com/807010.jpg
sconce,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736547,Electric,1.00,60.00,,SCONCE-215E,true,true,2,,,,
sconce-1,Sconce,Primitive Aged Tin Sconce<br> Candle or Electric<br>,"81943,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,736528,Candle,2.00,44.00,,SCONCE-210C,true,true,0,Lighting sconce,Light sconce,candle sconce historic,http://cdn.highwire.com/806982.jpg
sconce-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736531,Electric,2.00,44.00,,SCONCE-210E,true,true,0,,,,
asian-measure-basket,Asian Measure Basket,<p>	Old Asian Measure Basket<br>	 Wood & Metal<br>	 Lots of Great Character</p>,"81941,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,736522,default,4.00,69.00,,ANT-201,true,false,1,Antique wood basket,,,http://cdn.highwire.com/806972.jpg
rug-hooking-linen-primitive-unbleached-1,Rug Hooking Linen-Primitive Unbleached,<p>	Wonderful soft unbleached primitive linen<br>	 Also available by bolt (15 yards) - call for pricing</p>,"82025,",false,true,true,false,flat,6.00,3.00,0.00,0.00,5.00,5.00,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,736328,One Yard-52 inch width,0.50,24.00,,LIN-1,false,false,10000,Rug Hooking Linen - Primitive Unbleached,,,http://cdn.highwire.com/806891.jpg
rug-hooking-linen-primitive-unbleached-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,736346,One Yard-58 inch width,0.00,26.00,,LIN-1,false,false,10000,,,,
tablecandle-mat,Table/Candle Mat - SALE $9.00,Round Mat - 9 inches<br> Wool with stitched knotted stars<br>,"136089, 160431,",false,true,true,false,flat,2.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,2.00,2.00,0.00,0.00,,,,,,,,,,,734515,default,0.00,15.95,9.00,AMER-1,true,false,0,Table Mat,,,http://cdn.highwire.com/805193.jpg
punch-needle-frame,Punch Needle Frame,"<p>	 Inside dimensions 8 x 8 inches.  Frame completely tilts forward or backwards, rotates 360 degrees, and collapses flat for easy transport.<br>	  Finely sanded clear wood construction with doweled joints.    Gripper strips mount your project drum tight for ease of punching.</p>","81950,",false,true,false,false,calculated,,,,,,,,,,,,,,,,,,,,,,,733167,Punch Needle Frame,4.00,69.00,,Frame-8x8,true,true,1,,,,"http://cdn.highwire.com/803884.jpg, http://cdn.highwire.com/803908.jpg"
punch-needle-frame,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733179,Punch Needle Frame-no stand,3.00,45.00,,Frame-8x8 w/o,true,true,2,,,,
rug-hooking-frame,Rug Hooking Frame,"Inside dimensions are a generous 12 x 14 inches.  Frame completely tilts forward and backward, rotates 360 degrees, and collapses flat for easy transport or storage.<br>     Finely sanded clear wood construction with doweled joints (includes lap plate).    <br> <br>     This frame is very comfortable on your lap - after years of hooking using the Puritan frame on a floor stand, and trying a few others along the way,  I designed this frame.  I am so much more comfortable with the frame on my lap.  The distance between the lap and the frame is perfect which eliminates stress to your shoulder and neck muscles.","81945, 82025,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,455642,default,7.00,110.00,,FRAME-12x14,true,true,15,Rug Hooking Frame,"rug hooking framerug hooking framesgripper strips,","Portable wood rug hooking frame with gripper carding strips, rotates 360 degrees &amp; folds flat for transport",http://cdn.highwire.com/750063.jpg
american-folk-art-rug-hooking,American Folk Art Rug Hooking,American Folk Art Rug Hooking<br />By:  Barabara Carroll,"81945, 82025,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,405549,default,1.00,24.95,,RHB-101,true,true,4,American Folk Art Rug Book,"American Folk Art, Rug Hooking, Book",American Folk Art Rug Book,http://cdn.highwire.com/452589.jpg
rainbow-flowers,Rainbow Flowers,"Rug pattern hand-drawn on primitive unbleached linen<br> Approximate Size: 15"" x 27<br> Original design by Carol Naab","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403365,default,1.00,28.00,,HR-109,true,true,1,rug pattern primitive linen,rug pattern primitive linen,rug pattern primitive linen,http://cdn.highwire.com/450179.jpg
hartman-hook-ergo-handle,Hartmans Hook,"This hook is amazing!<br><p>	    Choose your own perfect size and handle type - hooking becomes very easy.</p><p>	    Handles are finely sanded - glass smooth and shank is precision made.</p><br>    3mm Medium Shank Ergo Handle - for #3 cut<br><p>	    5mm Medium Shank Ergo Handle - for #4, 5 or 6 cuts</p><p>	5mm Bent Handle - for #4, 5 or 6 cuts</p><p>	    6mm Extra Medium Shank Ergo Handle - for #8 cuts (this size works well for most all cuts)</p><p>	    8mm Primitive Ergo Handle - for #8 or larger cuts</p><p>	8mm Primitive Ball Handle - for #8 or larger cuts</p><p>	    9mm Primitive Pear Handle - for #9 or larger cuts</p><br>","81945, 82025,",false,true,true,false,flat,4.00,4.00,0.00,0.00,3.00,3.00,0.00,0.00,3.00,3.00,0.00,0.00,,,,,,,,,,,3499219,3mm Ergo,1.00,38.00,,3MM-E,true,true,3,Hartman hook 8mm erogonomic,Hartman hook 8mm erogonomic,Hartman hook 8mm erogonomic,"http://cdn.highwire.com/452241.jpg, http://cdn.highwire.com/3211035.jpg, http://cdn.highwire.com/359471-hartman-pencil.jpg, http://cdn.highwire.com/359471-hartman-bent.jpg"
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7785090,4mm Pencil,1.00,38.00,,4mm-Pencil,true,true,2,,,,
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733187,5mm Ergo,1.00,38.00,,5MM-E,true,true,2,,,,
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896876,5mm Bent ,1.00,38.00,,5MM-B,true,true,1,,,,
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,733185,6mm Ergo,1.00,38.00,,6MM-E,true,true,0,,,,
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,403312,8mm Ergo ,1.00,38.00,,8MM-E,true,true,5,,,,
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896928,8mm Ball,1.00,38.00,,8MM-B,true,true,1,,,,
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7785081,9mm Ball,1.00,38.00,,9mm-B,true,true,1,,,,
hartman-hook-ergo-handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3896929,9mm Pear,1.00,38.00,,9mm-PEAR,true,true,1,,,,
pair-of-pineapples-1,Pair of Pineapples,"Rug pattern hand-drawn on primitive unbleached linen<br> Approximate Size:  19"" x 32""<br> Original design by Carol Naab<br>","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403233,default,3.00,45.00,,HR-108,true,true,1,hooked rug pattern on primitive linen,hooked rug pattern on primitive linen,hooked rug pattern on primitive linen,http://cdn.highwire.com/450022.jpg
pineapple-star,Pineapple Star,"Rug pattern hand-drawn on primitive unbleached linen<br> Approximate Size: 12"" x 12"" <br> Original design by Carol Naab","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403211,default,1.00,18.00,,HR-107,true,true,0,hooked rug pattern on primitive linen,hooked rug pattern on primitive linen,hooked rug pattern on primitive linen,http://cdn.highwire.com/449998.jpg
tulips-in-yelloware,Tulips In Yelloware,"Rug pattern hand-drawn on primitive unbleached linen<br>  Approximate Size:  14.5"" x 29"" <br>  Original design by Carol Naab","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403204,default,1.00,32.00,,HR-106,true,true,3,Hooked rug pattern on primitive linen,Hooked rug pattern on primitive linen,Hooked rug pattern on primitive linen,http://cdn.highwire.com/449991.jpg
floating-flowers,Floating Flowers,"Rug pattern hand-drawn on primitive unbleached linen<br> Approximate Size: 15"" x 29"" <br> Original design by Carol Naab","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403194,default,3.00,36.00,,HR-105,true,true,1,hooked rug pattern on linen,hooked rug pattern on linen,hooked rug pattern on linen,"http://cdn.highwire.com/449982.jpg, http://cdn.highwire.com/807791.jpg"
pair-of-tulips,Pair of Tulips,"Pattern hand-drawn on primitive unbleached linen<br> Approximate Size: 12"" x 12"" <br> Original design by Carol Naab","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403174,default,1.00,18.00,,HR-104,true,false,1,Hooked rug pattern on linen,Hooked rug pattern on linen,Hooked rug pattern on linen,http://cdn.highwire.com/449961.jpg
fraktur-tulips,Fraktur Tulips,"Pattern hand-drawn on primitive unbleached linen<br>  Approximate Size: 21"" x 9.5"" <br>  Original design by Carol Naab","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403149,default,1.00,24.00,,HR-101,true,true,1,Folk Art Hooked Rug Pattern,Hooked Rug on linen,Hooked rug pattern,http://cdn.highwire.com/449926.jpg
quilt-blocks,Quilt Blocks,"Pattern hand-drawn on primitive unbleached linen<br> Size: 30"" x 19""","81945, 81946,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403133,default,2.00,42.00,,HR102,true,true,2,Hook Rug Pattern,Hooked Rug PatternPrimitive hooked rugs,primitive hooked rugs hand-drawn on linen,http://cdn.highwire.com/449906.jpg
starry-night,Starry Night,"Includes photo and pattern hand-drawn on primitive linen<br>  Size: 12"" x 24""","81946,",false,true,true,false,flat,5.95,5.95,0.00,0.00,5.95,5.95,0.00,0.00,0.00,0.00,0.00,0.00,,,,,,,,,,,403043,default,1.00,26.00,,HR-103,true,true,5,Hooked Rug Pattern,Hooked rug pattern on linenoriginal design by Carol Naab,hooked rug pattern on linen,http://cdn.highwire.com/449786.jpg
igolochkoy-punchneedle-set,Igolochkoy Punchneedle Set,"<p>	 Igolochkoy Original Russian Punchneedle Set<br>	  Includes a 1-Strand; 3-Strand and 6-Strand needle, 5 threaders and complete instructions</p>","81950, 160431,",false,true,true,false,calculated,,,,,,,,,,,,,,,,,,,,,,,403020,default,1.00,45.95,30.00,HW_7674E995,true,true,0,punchneedle embroidery,original Russian punchneedle,original Russian punchneedle embroidery,http://cdn.highwire.com/503514.jpg
